wmae,mae,rmse,n_rows,anom_mae,fold,train_start,train_end,val_start,val_end
4650.840433939913,4492.674713771824,14634.793850724207,329.0,4492.674713771824,1,2010-02-05,2012-08-03,2012-08-10,2012-09-14
2394.701797842278,2394.701797842278,5576.865556371002,332.0,2394.701797842278,2,2010-02-05,2012-09-14,2012-09-21,2012-10-26
3522.7711158910956,3443.688255807051,10105.829703547604,330.5,3443.688255807051,mean,,,,
