wmae,mae,rmse,anom_mae,n_rows,fold,train_start,train_end,val_start,val_end,runtime_sec,m_t,c_t
2445.5082803459904,3017.852589014155,5223.272617041152,3017.852589014155,178.0,1,2010-02-05,2012-08-03,2012-08-10,2012-09-14,26.8840962999966,192.0,6.537689855256437
1843.4910867737813,1843.4910867737813,2665.8013175751303,1843.4910867737813,180.0,2,2010-02-05,2012-09-14,2012-09-21,2012-10-26,27.057827899989206,192.0,6.536070443128512
2144.499683559886,2430.671837893968,3944.5369673081414,2430.671837893968,179.0,mean,,,,,26.970962099992903,192.0,6.536880149192474
