wmae,mae,rmse,n_rows,anom_mae,fold,train_start,train_end,val_start,val_end
3377.611964134834,3701.233388589031,9450.340878690366,329.0,3701.233388589031,1,2010-02-05,2012-08-03,2012-08-10,2012-09-14
1910.0233078907231,1910.0233078907231,3605.893612609175,332.0,1910.0233078907231,2,2010-02-05,2012-09-14,2012-09-21,2012-10-26
2643.8176360127786,2805.628348239877,6528.11724564977,330.5,2805.628348239877,mean,,,,
